A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15
1,0.9437418608691347,1.1279341206814533,2,14,8,2.1893504348837833,1,1,2.1121581056422345,0,2,-1.2324566061242423,-0.6542432045357714,1
0,-1.054036604123373,-0.9770289127387783,2,11,4,-0.8633116671035032,0,0,-0.6638211189161308,1,2,1.396318954576138,-0.6542432045357714,0
1,-0.8764562961240391,1.5019067738916974,2,3,4,-0.6395308596271443,1,0,-0.6638211189161308,1,2,-0.5406735638346686,-0.4737068598797073,0
1,-0.010752294627285714,-0.39310669983155566,2,1,1,-0.8827708677536213,0,1,1.1868316974561126,0,2,-0.014918451694592487,-0.2666210527742219,0
1,-0.36591291062595377,-0.6664785223536637,2,13,8,0.009919962070549375,1,1,2.1121581056422345,1,2,2.641528430697371,1.2387334681079605,1
1,1.543075400366887,2.5994946413179605,1,1,1,-0.8827708677536213,1,0,-0.6638211189161308,1,2,-1.2324566061242423,-0.6542432045357714,0
0,-0.08444812244700918,-0.7124049885373778,2,9,8,-0.8633116671035032,0,1,0.4465705709072153,0,2,-1.2324566061242423,-0.5666299784526815,0
1,-0.1732382764466762,-0.7397421707895886,2,9,4,-0.031430839310951704,0,0,-0.6638211189161308,0,2,0.15110947845490524,-0.6542432045357714,0
1,-0.27712275662628677,0.08912119509744294,1,8,5,-0.15305084337419023,1,1,2.1121581056422345,1,2,-0.23628902522725612,-0.6356585808211767,1
1,0.7883590913697174,2.5994946413179605,2,10,9,2.1893504348837833,1,1,2.1121581056422345,0,2,-1.2324566061242423,1.97083489515075,1
1,0.4553960138709661,-0.08364979673652934,2,11,4,0.819909189131718,0,0,-0.6638211189161308,0,2,1.9082384058704227,-0.5214958922886654,0
1,-0.5141924678053978,-0.9398503448757717,2,4,8,0.819909189131718,0,0,-0.6638211189161308,1,2,1.1196057376603086,-0.6542432045357714,0
1,-0.13683431330681303,-0.24767289024979416,2,8,4,-0.8025016650718839,0,0,-0.6638211189161308,0,2,0.26179476522123707,-0.6542432045357714,0
1,-0.7361678528045654,-1.0131139933116966,2,4,4,-0.39629085150066723,0,1,2.1121581056422345,0,1,-1.2324566061242423,-0.6542432045357714,0
0,0.0709346470524081,-0.6938157046058745,2,9,4,-0.3549400501191662,1,1,2.1121581056422345,0,2,-0.4023169553767538,1.97083489515075,1
1,-0.550596430945261,-0.24767289024979416,2,13,4,-0.578720857595525,1,1,1.92709282400501,0,2,-1.2324566061242423,1.97083489515075,1
0,0.33730510905140915,-0.19299852574537255,2,1,1,-0.8827708677536213,0,1,1.5569622607305613,0,2,-1.2324566061242423,-0.1232539555473474,0
0,-1.135723545803067,1.1738605868651677,2,2,4,-0.6808816610086453,0,0,-0.6638211189161308,0,2,-0.6790301722925833,-0.5427354622482025,0
1,0.7590583405498275,0.08037329677673548,2,3,5,-0.780610064340501,0,0,-0.6638211189161308,0,2,2.5723501264684137,-0.6542432045357714,0
1,-0.7059792004446783,-0.7944165352940102,2,8,4,-0.6395308596271443,0,0,-0.6638211189161308,1,1,0.7045359122865643,-0.6542432045357714,0
1,0.5512893801906064,-1.0131139933116966,2,8,4,-0.8827708677536213,0,0,-0.6638211189161308,0,3,0.04042419168857342,-0.6542432045357714,1
0,-0.5878882956251213,1.9753867704999881,2,11,8,-0.15305084337419023,0,0,-0.6638211189161308,0,2,0.7045359122865643,-0.6515882582908293,0
0,1.3876926308674697,1.8299529609182268,2,3,5,1.6298984161928864,1,1,2.1121581056422345,1,2,-1.2324566061242423,-0.6542432045357714,1
1,0.24851495505174212,0.13504766128115708,2,9,4,-0.8414200663721202,0,0,-0.6638211189161308,1,2,0.7737142165155216,-0.6383135270661188,1
1,-0.8169668929442621,-0.8851759803713501,1,1,1,-0.8827708677536213,0,0,-0.6638211189161308,0,2,-0.5406735638346686,-0.6542432045357714,0
1,-0.32151783362612024,-0.7309942724688812,2,4,8,-0.7611508636903828,0,0,-0.6638211189161308,1,1,-0.2639603469188391,-0.6542432045357714,0
1,1.0103344763688848,-0.11973487730944761,2,6,4,-0.8633116671035032,0,0,-0.6638211189161308,0,2,-0.48533092045150267,-0.38874858004155943,0
1,-0.23983089194642646,2.1579991479447567,2,2,4,-0.8219608657220021,0,0,-0.6638211189161308,0,2,-1.2324566061242423,0.10507142151767496,0
1,0.4331984753710494,0.08037329677673548,2,8,5,0.33342917287876384,1,1,1.5569622607305613,0,2,-1.2324566061242423,0.3201220673579867,1
0,-1.1721275089429302,1.1738605868651677,1,11,8,-0.8025016650718839,0,0,-0.6638211189161308,0,2,1.1196057376603086,-0.6542432045357714,0
1,-0.8986538346239559,-0.6850678062851671,2,9,4,-0.15305084337419023,0,0,-0.6638211189161308,0,2,-0.19478204268988167,-0.6330036345762345,1
0,0.6702681865501604,-0.6489827257122488,2,6,4,-0.7611508636903828,0,0,-0.6638211189161308,0,2,-1.2324566061242423,0.3811858309916555,0
1,0.040745994692521006,-1.0043660949909892,1,7,4,-0.8633116671035032,0,0,-0.6638211189161308,0,2,-1.2324566061242423,-0.6542432045357714,0
0,-1.2467112383026506,1.0645118578563244,2,6,4,-0.031430839310951704,0,1,2.1121581056422345,1,2,-1.2324566061242423,-0.6276937420863503,0
0,-0.9723496624436794,-0.8305016158669285,2,11,4,-0.11170004199268914,1,1,-0.2936905556416821,0,2,-1.2324566061242423,-0.6542432045357714,1
0,0.6844746111901069,-0.13832416124095095,2,8,4,0.5766691810052409,0,0,-0.6638211189161308,0,2,2.0881019968657117,-0.6542432045357714,0
1,0.6480706480502437,-0.9671875271279825,2,4,4,-0.8414200663721202,1,0,-0.6638211189161308,1,2,0.7045359122865643,-0.6542432045357714,1
1,-0.3286210459460935,1.9939760544314917,2,9,4,1.9144892257008645,1,0,-0.6638211189161308,1,2,2.136526809825982,0.6732299179352887,1
1,-0.32151783362612024,-0.8851759803713501,1,13,4,-0.7611508636903828,1,1,0.0764400076327666,0,2,0.5661793038286496,0.6732299179352887,1
1,-1.0984316811232067,-1.0131139933116966,1,1,1,-0.8827708677536213,0,1,0.8167011341816639,0,2,-0.9211542370939342,-0.6515882582908293,0
0,-0.5656907571252046,-0.8217537175462211,2,14,8,-0.3768316508505491,1,0,-0.6638211189161308,1,2,-0.1256037384609243,1.97083489515075,1
1,-0.3286210459460935,-0.5757190772763238,2,14,8,-0.39629085150066723,1,1,0.8167011341816639,0,2,-0.2639603469188391,1.97083489515075,1
1,-0.8098636806242888,0.9551631288474812,2,6,4,-0.8414200663721202,0,0,-0.6638211189161308,0,2,-1.2324566061242423,-0.6542432045357714,0
0,1.6389687666865274,1.9578909738585737,2,4,8,2.1893504348837833,1,0,-0.6638211189161308,1,2,-1.2324566061242423,-0.6542432045357714,1
1,0.0851410716923545,-0.4663703482674806,2,8,4,-0.27467084743742876,0,0,-0.6638211189161308,1,2,0.7045359122865643,-0.6542432045357714,0
1,0.6107787833703834,1.2011977691173785,1,4,4,-0.8219608657220021,0,0,-0.6638211189161308,0,2,-0.1256037384609243,-0.6542432045357714,0
1,1.4169933816873597,0.40841948380326515,2,8,4,-0.39629085150066723,0,0,-0.6638211189161308,1,2,-1.2324566061242423,-0.04891546068896802,0
1,-0.31441462130614706,-0.13832416124095095,1,3,8,1.9144892257008645,1,1,0.0764400076327666,1,2,-0.713619324407062,-0.6542432045357714,0
0,0.38880339837121586,-0.8130058192255135,2,6,4,-0.5179108555639058,1,1,0.8167011341816639,0,2,-1.2324566061242423,1.97083489515075,1
1,0.19612876419193828,-0.9584396288072751,2,3,5,1.063149197258195,0,0,-0.6638211189161308,1,1,1.6730321714919676,-0.6542432045357714,0
1,0.24052384119177178,-0.9956181966702817,1,7,5,-0.8633116671035032,1,1,-0.2936905556416821,1,2,0.7045359122865643,1.97083489515075,1
0,-0.9430489116237893,1.2471242353010927,2,13,8,-0.7198000623088817,1,1,-0.2936905556416821,1,2,-0.6790301722925833,-0.5214958922886654,1
1,0.1597248010520751,-0.7944165352940102,2,14,4,-0.5179108555639058,1,1,1.92709282400501,1,2,1.1196057376603086,1.97083489515075,1
1,-0.7654686036244553,1.392558044882854,2,11,4,0.33342917287876384,1,1,1.92709282400501,1,2,-0.5406735638346686,1.4936083076224038,1
1,1.543075400366887,0.8458143998386379,2,8,8,2.1893504348837833,1,1,2.1121581056422345,0,2,0.019670700419886205,1.97083489515075,1
1,0.8176598421896074,0.08037329677673548,2,8,4,1.549629213511149,1,1,1.92709282400501,0,2,-1.2324566061242423,1.97083489515075,1
1,-0.9501521239437626,-0.8305016158669285,1,8,4,0.09018916475228682,0,0,-0.6638211189161308,1,1,0.42782269537073475,-0.6542432045357714,0
0,0.6551738603702169,-0.6850678062851671,2,1,1,-0.8827708677536213,0,0,-0.6638211189161308,0,2,-0.7067014939841663,-0.6542432045357714,0
0,2.282697383184113,2.5994946413179605,2,8,4,1.792869221637626,1,1,1.92709282400501,0,2,-1.2324566061242423,1.97083489515075,1
0,-0.010752294627285714,-0.19299852574537255,2,13,8,-0.578720857595525,1,1,2.1121581056422345,1,2,0.019670700419886205,-0.6542432045357714,1
1,-0.8320612191242056,-0.8403430014777243,2,9,4,-0.7416916630402646,0,1,-0.2936905556416821,0,2,1.6730321714919676,0.0971065827828486,0
0,2.3936850756836967,1.1738605868651677,2,11,4,1.063149197258195,1,1,2.1121581056422345,0,2,-1.2324566061242423,1.97083489515075,1
1,-0.21763335344650972,-0.9311024465550642,2,8,4,-0.7416916630402646,0,0,-0.6638211189161308,0,2,0.28946608691282,-0.2825507302438746,0
0,1.2989024768678028,-0.13832416124095095,2,5,3,-0.8827708677536213,1,0,-0.6638211189161308,0,2,-0.5406735638346686,1.894505190608664,1
1,-0.9208513731238727,-0.35702161925863735,1,2,4,-0.3549400501191662,1,1,2.1121581056422345,1,2,-0.1256037384609243,-0.6515882582908293,1
0,-0.5878882956251213,1.7206042319093837,2,6,4,-0.15305084337419023,1,1,2.1121581056422345,1,2,-0.4023169553767538,0.8511113163464108,1
0,-0.9359456993038162,-0.9037652643028534,1,10,2,-0.39629085150066723,0,0,-0.6638211189161308,0,2,0.5661793038286496,-0.6542432045357714,0
1,-0.6029826218050649,1.93930168992707,1,1,1,-0.8827708677536213,0,0,-0.6638211189161308,0,2,0.04042419168857342,-0.6542432045357714,0
0,-0.43250552612570403,-0.42044388208376643,1,8,4,-0.8414200663721202,0,0,-0.6638211189161308,0,1,-0.6790301722925833,-0.6542432045357714,0
1,0.8478484945494945,-0.8305016158669285,2,1,1,-0.8827708677536213,1,0,-0.6638211189161308,0,2,-0.33313865114779645,-0.6515882582908293,0
0,0.6178819956903566,-0.04756471616361107,2,8,4,-0.8219608657220021,0,0,-0.6638211189161308,0,2,-0.1256037384609243,-0.6542432045357714,0
1,-1.0469333918033998,-0.8851759803713501,2,1,1,-0.8827708677536213,0,1,0.4465705709072153,0,2,1.188784041889266,1.387410457824719,0
1,0.6995689373700504,1.0645118578563244,2,7,4,2.1893504348837833,1,1,2.1121581056422345,0,2,0.42782269537073475,1.97083489515075,1
1,-0.4990981416254543,-0.9037652643028534,2,8,4,-0.1725100440243084,1,1,1.1868316974561126,1,2,0.925906485819228,-0.6542432045357714,1
0,1.306005689187776,-0.35702161925863735,2,8,4,0.2726191708471446,1,1,2.1121581056422345,1,2,1.50700424134247,1.97083489515075,1
1,-1.0389422779434296,1.1738605868651677,1,4,8,-0.4765600541824047,1,0,-0.6638211189161308,1,2,-0.2639603469188391,-0.6542432045357714,0
0,-0.8098636806242888,-0.7397421707895886,1,1,1,0.6982891850684794,0,0,-0.6638211189161308,0,2,0.7045359122865643,-0.6542432045357714,0
1,-1.11352600730315,-0.2389249919290867,1,1,1,-0.8827708677536213,0,0,-0.6638211189161308,1,2,0.012752869996990466,-0.6515882582908293,0
1,2.565383035980552,2.5994946413179605,2,14,8,2.1893504348837833,1,1,2.1121581056422345,1,2,-1.2324566061242423,1.97083489515075,1
0,-1.3204070661223741,-0.7397421707895886,2,11,4,-0.7611508636903828,0,1,-0.2936905556416821,0,2,-0.48533092045150267,-0.39405847253144366,0
0,2.565383035980552,2.2673478769536,2,10,9,-0.8827708677536213,1,1,2.1121581056422345,0,2,-1.2324566061242423,1.97083489515075,1
1,2.565383035980552,2.5994946413179605,2,10,9,2.1893504348837833,1,1,-0.2936905556416821,1,2,-1.2324566061242423,-0.36485406383708036,1
0,-1.371905355442181,-0.38435880151084817,2,11,4,-0.8414200663721202,0,0,-0.6638211189161308,0,2,-0.4023169553767538,-0.6542432045357714,0
1,0.30711645669152204,-0.13832416124095095,2,2,5,2.1893504348837833,1,0,-0.6638211189161308,1,2,0.04042419168857342,-0.6542432045357714,0
0,1.42498449554733,0.7364656708297947,2,10,5,2.1893504348837833,1,1,1.5569622607305613,0,2,1.3617298024616593,1.97083489515075,1
1,-0.728176738944595,-1.0131139933116966,2,8,4,-0.8827708677536213,0,0,-0.6638211189161308,0,3,0.04042419168857342,-0.6542432045357714,1
1,1.2252066490480793,-0.6850678062851671,2,8,4,0.33342917287876384,1,0,-0.6638211189161308,1,2,-0.2639603469188391,-0.6542432045357714,0
1,-1.4384979709419314,0.5177682128121084,2,10,4,-0.39629085150066723,0,0,-0.6638211189161308,0,2,2.641528430697371,-0.6542432045357714,0
1,-1.11352600730315,-0.9223545482343568,1,8,4,-0.8025016650718839,0,1,-0.2936905556416821,0,2,0.15110947845490524,-0.6515882582908293,0
1,1.8760384778656383,0.40841948380326515,2,4,4,2.17718843447746,1,1,2.1121581056422345,0,2,-1.2324566061242423,1.97083489515075,1
1,-1.083337354943263,-1.0131139933116966,1,7,5,-0.8827708677536213,0,0,-0.6638211189161308,1,1,2.226458605323627,-0.6515882582908293,1
1,-1.1872218351228736,-0.9770289127387783,2,11,7,-0.780610064340501,0,0,-0.6638211189161308,0,2,0.15110947845490524,-0.5480453547380867,1
1,0.5441861678706331,-0.8305016158669285,2,10,4,-0.8633116671035032,0,0,-0.6638211189161308,0,2,-0.4023169553767538,-0.6409684733110609,0
1,-0.7725718159444286,-0.6664785223536637,1,9,4,0.6180199823867419,1,1,1.5569622607305613,0,2,-0.6790301722925833,-0.6542432045357714,1
1,1.4613884586871932,-0.10223908066803268,2,14,5,-0.8414200663721202,0,0,-0.6638211189161308,1,2,2.3648152137815415,-0.6542432045357714,0
1,0.24052384119177178,-0.4663703482674806,2,8,4,-0.39629085150066723,0,0,-0.6638211189161308,0,2,1.949745388407797,-0.6117640646166975,0
0,0.15173368719210478,-0.6577306240329562,2,2,4,-0.6200716589770261,0,0,-0.6638211189161308,1,2,-1.2324566061242423,-0.6542432045357714,0
1,1.039635227188775,-0.9311024465550642,1,8,4,-0.7003408616587635,1,1,2.1121581056422345,1,2,0.8428925207444791,-0.22414191285514798,1
1,0.27781570587163207,-0.1295762629202435,1,3,5,2.1893504348837833,1,1,1.92709282400501,1,2,0.11652032634042654,-0.6542432045357714,1
1,1.0103344763688848,-0.35702161925863735,2,3,5,-0.39629085150066723,1,0,-0.6638211189161308,0,2,-1.2324566061242423,-0.1232539555473474,0
1,-1.165024296622957,-0.9770289127387783,2,2,4,-0.7611508636903828,0,0,-0.6638211189161308,1,1,0.7045359122865643,-0.6542432045357714,0
1,-0.7361678528045654,-0.4663703482674806,2,1,1,-0.8414200663721202,0,0,-0.6638211189161308,1,2,-0.5406735638346686,1.97083489515075,0
0,-0.7876661421243721,0.8370665015179307,1,14,4,0.31396997222864564,0,0,-0.6638211189161308,0,2,-0.09793241676934135,-0.6542432045357714,1
1,-1.1943250474428468,-0.9682810144180709,2,6,4,-0.8633116671035032,0,0,-0.6638211189161308,0,2,0.7045359122865643,1.336966479170819,0
1,-1.1499299704430133,1.2646200319425074,1,6,4,-0.8219608657220021,1,0,-0.6638211189161308,0,2,-0.4023169553767538,0.34136163731752367,0
0,-0.3286210459460935,-0.6850678062851671,2,7,4,0.09018916475228682,1,0,-0.6638211189161308,0,1,1.3133049895013893,-0.6542432045357714,0
0,-1.10553489344318,1.0098374933519028,1,8,4,-0.39629085150066723,1,1,0.8167011341816639,1,2,-0.6790301722925833,0.6732299179352887,1
1,-0.7725718159444286,-0.8490908997984319,2,3,4,-0.11170004199268914,0,1,-0.2936905556416821,1,2,1.534675563034053,-0.6303486883312924,0
1,2.565383035980552,1.7752785964138054,1,8,8,1.549629213511149,1,0,-0.6638211189161308,0,2,-0.45765959875991974,-0.6542432045357714,0
0,-0.6988759881247051,0.9551631288474812,2,11,4,2.1893504348837833,1,1,1.1868316974561126,1,2,-0.4023169553767538,-0.6542432045357714,1
1,0.34440832137138233,-0.3209365386857191,2,14,8,0.9415291931949564,1,0,-0.6638211189161308,1,2,2.641528430697371,-0.6542432045357714,0
0,2.260499844684196,-0.08364979673652934,1,1,1,1.549629213511149,0,0,-0.6638211189161308,1,2,-1.2324566061242423,-0.643623419556003,0
0,1.9497343056853618,-0.9770289127387783,2,1,1,-0.8827708677536213,0,0,-0.6638211189161308,1,1,-0.8035511199047066,-0.5825596559223343,0
1,0.8700460330494112,-0.1295762629202435,2,13,8,2.1893504348837833,1,1,2.1121581056422345,0,2,0.9812491292023938,-0.6542432045357714,1
1,0.9588361870490782,0.08912119509744294,2,11,8,2.1893504348837833,1,0,-0.6638211189161308,1,2,-0.5960162072178345,-0.6542432045357714,1
1,0.8700460330494112,-0.7397421707895886,1,9,4,-0.7611508636903828,0,0,-0.6638211189161308,0,2,-1.2324566061242423,-0.136528686772058,0
0,0.21122309037188183,-0.8490908997984319,2,4,5,-0.39629085150066723,1,1,0.4465705709072153,1,2,0.23412344352965409,-0.6542432045357714,0
1,-0.5062013539454275,1.7206042319093837,2,13,4,-0.2941300480875469,1,1,2.1121581056422345,1,2,-0.2639603469188391,0.03073292665929559,1
1,-0.6251801603049816,0.4357566660554759,1,2,4,1.792869221637626,1,0,-0.6638211189161308,1,1,-0.5406735638346686,-0.6542432045357714,1
1,-0.7139703143046486,1.529243956143908,1,9,4,-0.4765600541824047,1,0,-0.6638211189161308,1,2,-0.1256037384609243,0.14224066894686466,1
